id,lang,name,summary,introduction,open_time,district,address,tel,fax,lat,long,services,category,consume,update_time
6510,zh-tw,好味道牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; 本店高湯全用牛大骨熬煮而成，費時又費工，牛肉當日現宰現量供應，售完為止。食材新鮮味要來台南品嚐美食，吃這味就對了。店內除了免費提供生菜洋蔥沙拉供前來饕客享用之外，佐醬料類型多種，常常使饕客慕名前來。,週一~週日06:30–13:30，週二休息,仁德區,717 臺南市仁德區中山路557號,+886-6-2709381,,22.97142,120.25313,,地方小吃,美食,2021-03-04 12:00:15
6511,zh-tw,閻家土產牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; 開業20幾年的閻家是土產牛肉專賣店，牛肉高湯是傳統清燉口味，只以大量牛大骨、牛腩去熬，不另加料，金黃色高湯透明清澈，喝的到原汁原味。招牌牛肉火鍋還加入牛腩、番茄、高麗菜、洋蔥等，更添清爽甜每！牛肉湯、牛肉麵、炒牛肉、牛肉燴飯等也都頗受好評，可吃到各種不同的牛肉滋味。,週一~週日06:30-14:00、16:00–20:30，週二休息,仁德區,717 臺南市仁德區中正路一段271號1樓,+886-6-3660570,,22.92402,120.23908,,地方小吃,美食,2021-03-04 12:00:15
6512,zh-tw,阿生牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;本店好吃的料理有許多，有紅燒牛肉麵，精製牛骨高湯等。味鮮純清湯的牛肉，吃起來滋味鮮甜美味，除清燙牛肉湯外，老闆還推薦招牌的「紅燒牛肉湯」，值得饕客用心品嚐的好味道。,週一~週日10:00-19:30，休息時間：不定,關廟區,718 臺南市關廟區中山路1段281號,+886-933-673994,,22.95928,120.33,,地方小吃,美食,2018-12-13 15:41:57
6513,zh-tw,阿昌牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;本在大灣市場內賣了將近二十年的阿昌牛肉湯，挪到中山路店面13年，老闆對牛肉湯的品質堅持，現在換第二代接棒，期許代代傳承。
&nbsp;&nbsp; &nbsp; &nbsp; &nbsp;點一碗牛肉湯附上一碗飯，先挾牛肉沾醬配在飯上吃，行家吃法。新鮮國產強調現宰現做，牛骨熬湯不加任何調劑，加一點米酒風味更佳。特選里肌邊肉，每天凌晨四點準備處理不要的肥肉，粗獷的常客：「每天三餐光臨」老闆：「有的客人一次吃四碗」驕傲的說著招牌不油膩湯頭深得當地居民喜歡。",週一~週日07:00–20:00，週二休息,關廟區,718 臺南市關廟區巡府路73號,+886-6-5959113,,22.96059,120.32737,,地方小吃,美食,2021-03-04 12:00:15
6516,zh-tw,安仔牛肉,,"&nbsp; &nbsp; &nbsp; &nbsp; 安仔牛肉湯在麻豆地區經營已多年了，對美食更是挑剔，尤其老闆的私房美味更是獨特，而為了把屬於口味的佳肴給傳承下來，在研發菜色時更加嚴謹，晚上才有的溫體牛排更是饕客必點之一，平日也接提供溫體牛肉切片販售，喜愛私房菜的民眾們絕對不可錯過。

推薦特色菜：溫體牛排、大頭菜炒牛肉",週二~週日06:00–14:00，週一休息,麻豆區,721 臺南市麻豆區民族路9號,+886-6-5717457,,23.18176,120.24954,,地方小吃,美食,2021-03-04 12:00:15
6517,zh-tw,米約廚房 Mi Yueh Kitchen,米約以健康與養生的飲食文化，創造出美味的精緻飲食，在漫延著歐洲古典與鄉村藝術的氣息中， 來享用一道道為您精心設計的創意料理， 樸質的用心服務盼望帶給您最美好的回憶。,,週一~週五10:00–19:00 週六~週日10:00–20:00， 週二休息,安平區,708 臺南市安平區安北路372號1~2樓,+886-6-3911911,,23.00033,120.15375,停車位、網路、餐飲、冷氣空調,甜點糕餅、麵食醬料、異國料理、咖啡茶鋪、景觀餐廳、素食主義、飲料冰品、其他美食,美食,2021-03-04 12:00:14
6518,zh-tw,其森牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;一碗牛肉湯+肉燥飯、魯蛋吃到飽只要「100元」！！經營13年來，老闆從來沒有調整過價錢，就是要讓客人都能便宜品嚐新鮮的國產牛肉。招牌牛肉湯還能客製化，不論是瘦肉、五花皆能挑選自己喜愛的部位，細心的老闆還會記住熟客喜愛什麼部位的肉，老是被人誇讚他的用心！
&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; 湯頭除了牛大骨還加了牛腩及牛肉熬煮，更加顯現出天然的香氣～超划算的其森牛肉湯，連三立新聞也來採訪過，這樣你怎麼還能錯過！",週一~週日05:00–14:00，週二休息,麻豆區,721 臺南市麻豆區興民街1號,+886-6-5717112,,23.1854,120.24506,,地方小吃,美食,2021-03-04 12:00:14
6519,zh-tw,牛狀元牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; 店家每天於凌晨三點以大量蔬果熬煮牛肉湯頭，湯頭強調絕無添加味精，以牛腩加入熬煮使湯頭更為鮮甜，由於店家位置於麻豆交流道附近，使其當天現宰的牛肉控制在一小時內送到店裡，讓顧客吃到最新鮮的牛口感，在料理過程中間持不加味精，自然呈現清甜爽口不油膩的絕佳風味。,週二~週日07:00–14:00、17:00–00:00，週一休息,麻豆區,721 臺南市麻豆區麻佳路一段87-7號,+886-6-5719297,,23.18434,120.23934,,地方小吃,美食,2021-03-04 12:00:14
6520,zh-tw,阿超牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; 阿超牛肉湯開店至今老闆每天都親自去屠宰場兩趟，就是為了拿最新鮮的牛肉，湯汁也堅持使用大骨清燉，講求原汁原味的口感。此外，牛腩的挑選也是一大學問，在老闆的細心挑選之下，半筋半肉的嚼勁剛剛好！並且還可以客製化，要涼拌、要清炒，任君挑選。你要是來到佳里，記得來品嚐看看～,週二~週日11:00–00:00，週一休息,佳里區,722 臺南市佳里區新生路339號,+886-929-107950,,23.15982,120.17445,,地方小吃,美食,2021-03-04 12:00:13
6521,zh-tw,順福土產牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 營業至今逾20年頭，店內料理除了有招牌人氣的牛肉湯，種類多樣的熱炒及頂級牛肉料理、各相關部位特色料理等，同樣是許多人來到店裡必點的美食，熱炒類搭配使用的新鮮時蔬，都是每天親自上市場採買，堅持食材品質與新鮮度，讓顧客始終絡繹不絕。,週一~週日02:30–17:00，週二休息,佳里區,722 臺南市佳里區延平路324號,+886-6-7212845,,23.16137,120.17844,,地方小吃,美食,2021-03-04 12:00:13
6522,zh-tw,順德土產牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;牛肉湯一定要使用最新鮮的牛肉，這是老闆20年來的堅持。每天從屠宰場直送兩趟的新鮮牛肉，再淋上用大量的牛大骨與牛筋熬製的高湯後，牛肉略帶鮮紅不老韌，賣相與口感都很棒！順德牛肉湯最大的特色就是老闆娘非常孝敬長者，所以凡市長者來喝牛肉湯，當中的牛肉量皆會「多半兩」！真是非常的「甘心」阿～

推薦特色菜：清燙牛肉湯、滑蛋牛肉、蔥爆牛肉",週一~週日05:30–15:00，週二休息,學甲區,726 臺南市學甲區民權路59號,+886-6-7820161,,23.23126,120.18046,,地方小吃,美食,2021-03-04 12:00:13
6523,zh-tw,福勝牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; 位在台南善化的福勝牛肉湯強掉店內肉品來自善化肉品市場當天現宰配送的溫體牛肉，湯頭部分是以數十支牛大骨加上牛腩、洋蔥、薑等熬煮十多個小時而成，完全不加味精，呈現鮮甜甘醇的自然風味。

推薦特色菜：溫體牛肉條肉(可做火鍋，口感軟Q，油花分佈綿密)、牛鞭爐(需前一天預訂)",週二～週日11:00-14:30、16:30-20:00，週一休息,善化區,741 臺南市善化區光復路,+886-6-5819522,,23.12902,120.28569,,地方小吃,美食,2021-03-04 12:00:12
6524,zh-tw,一品牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; 曾經自行發過台語專輯的林惠松老闆有機會躍上星路，因老婆非常喜愛台南溫體牛肉進而捨棄唱歌之路投入溫體牛肉菜色研發，研發出來的菜色只要客人品嚐過必定會再光臨，尤其北部及中部民眾下南部時必先事前打電話欲定菜色再到店裡光顧，張瓊姿、郭泰源夫婦及白冰冰也是座上嘉賓。

推薦特色菜：紅燒牛尾、牛肉涮涮鍋",週二~週日11:00-22:00，週一休息,新市區,744 臺南市新市區中山路202-4號,+886-6-5991882,,23.07023,120.29475,,地方小吃,美食,2021-03-04 12:00:12
6525,zh-tw,新市牛肉清湯,,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;牛肉鮮湯的部分，湯頭是由牛大骨與數種蔬果熬製，湯鮮味美，極具特色。店內還有提供穿位牛肉麵與牛肉炒飯等菜色可多樣選擇，是不可不嚐的逸品，可口好滋味等著您一起來品嚐，加入饕客族的行列。

推薦特色菜：牛肉炒飯、芥蘭炒牛肉",週二~週日11:00-22:00，週一休息,新市區,744 臺南市新市區中正路220-1號,+886-6-5992604,,23.07556,120.29165,,地方小吃,美食,2021-03-04 12:00:12
6527,zh-tw,有的蔬果汁專賣店,健康線打蔬果汁、營養健康、味道濃厚、價錢實在,,週一~週六07:30–21:30 週日09:00–19:30,中西區,700 臺南市中西區國華街3段198號,+886-6-2261399,,22.99789,120.19914,,飲料冰品,美食,2021-03-04 12:00:11
6528,zh-tw,安和快餐店,味美價廉的便當，50元便當一打開是滿滿的配菜，平價卻絲毫不馬虎的把關每一個商品。,味美價廉的便當，50元便當一打開是滿滿的配菜，平價卻絲毫不馬虎的把關每一個商品。,星期一~六 早上10:00-下午1:00   晚上4:00-7:30 星期日 早上10:00-下午1:30,安南區,709 臺南市安南區安和路5段22號,+886-6-3555210,,23.06376,120.21871,餐飲,中式美食,美食,2018-12-13 15:41:57
6529,zh-tw,佰客機車,,"本店經營權已轉交其他經營團體
未來租車請撥打 06-6351446 謝",週一~週日08:00–21:00,新營區,730 臺南市新營區新進路27號,+886-6-6351446,,23.30581,120.32202,機車出租,其他美食、租機車,交通,2021-03-04 12:00:11
6530,zh-tw,牛之屋牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;位於新化的牛之屋營業迄今已20餘年之久，店裡使用半夜三點新鮮直送的牛肉，再經過獨家秘訣的處理，使肉無牛腥味並保持新鮮與軟嫩。店內用餐環境整潔衛生，雖只販售簡單的牛腩湯、牛肉湯與肉燥飯，卻樣樣皆是招牌。採用原味原料熬煮的湯頭，喝起來順口又甘甜；肉燥飯不僅滷得入味更是粒粒分明，真是難以忘懷的好滋味。老闆還偷偷透露有外地遊客包車來品嚐呢～所以若是您到新化來，千萬別忘了來找老闆報到唷！,週一~週日04:00–00:00,新化區,712 臺南市新化區復興路222號,+886-6-5904318,,23.03419,120.31115,,地方小吃,美食,2021-03-04 12:00:11
6531,zh-tw,宇牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; 開幕至今雖營運只有幾年，但老闆的父親位於肉品市場上班，秉持著牛肉絕對新鮮口號進而吸引眾多每天必定前來品嚐的客人，店內所熬高湯是用牛大骨及店內秘方所特別製作的，甘醇爽口。另外有許多招牌菜，像是熱炒牛骨髓、蔥爆牛肉或是青椒炒牛肉，讓人忍不住食指大動，口水直流。
推薦特色菜：熱炒牛骨髓(老闆推薦加牛肉)、頂級五花肉(10點前即售完)",週一~週日03:00–21:30，週二休息,安南區,709 臺南市安南區安中路一段968號,+886-989-207446,,23.04509,120.19219,,中式美食,美食,2021-03-04 12:00:10
6532,zh-tw,南台牛肉湯,,&nbsp; &nbsp; &nbsp; &nbsp; 座落於安南區北安路三段的南台牛肉湯，湯頭是以牛骨、洋蔥搭配熬煮而成，藉由洋蔥提味去腥帶出湯頭的香甜味。店裡的招牌芥蘭炒牛肉，是先沾些許的太白粉再下鍋快炒，使得吃起來的口感較為滑嫩順口；店內的肉燥飯更是老闆娘花費3小時精心慢熬而成，保證色香味俱全。除此之外，老闆娘還很大方，不論是牛肉湯或是炒牛肉，份量都相當多，再搭配一碗香噴噴的肉燥飯絕對讓您飽餐一頓。,週一~週日06:00–14:00，週二休息,安南區,709 臺南市安南區北安路三段301號,+886-6-2470595,,23.04691,120.20867,,地方小吃,美食,2021-03-04 12:00:10
6533,zh-tw,小北牛肉湯,,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;小北牛肉湯原為阿枝牛肉湯總店，位於小北商圈A85攤位，湯頭採用牛肉、牛骨、甘蔗汁等食材熬煮，帶出牛肉的甜味與香氣，喝起來舒服又順口。每碗湯的牛肉大量又大片，而且點牛肉湯就免費附白飯，根本就是「俗擱大碗」，老闆娘說雖然原物料上漲，但仍不計成本，只希望將最健康、最單純的原味呈現給客戶。
推薦特色菜：上肉湯、花肉湯、牛肉切盤",週二~週日06:00–14:00、16:30–20:00，週一休息,北區,704 臺南市北區西門路4段65巷85號,+886-6-2514600,,23.00825,120.20483,,地方小吃,美食,2021-03-04 12:00:10
6551,zh-tw,吉利號烏魚子 - jilihou mullet roe -吉利号からすみ,『吉利號烏魚子』創立於1935年，至今歷經3代的傳承，除了保留古早的好手藝外，更持續研發和改良技術，以呈現品質最佳品給消費者。由於所使用的都是海捕天然烏魚子，因此不論在形狀、色澤、質感、品質和口感上，皆優於人工養殖烏魚子，而且堅持依循古法慢工精製，其美妙的滋味不僅讓人難以忘懷，也延續了老師傅一生對烏魚子的堅持。,『吉利號烏魚子』創立於1935年，至今歷經3代的傳承，除了保留古早的好手藝外，更持續研發和改良技術，以呈現品質最佳品給消費者。由於所使用的都是海捕天然烏魚子，因此不論在形狀、色澤、質感、品質和口感上，皆優於人工養殖烏魚子，而且堅持依循古法慢工精製，其美妙的滋味不僅讓人難以忘懷，也延續了老師傅一生對烏魚子的堅持。,週一~週日10:00–20:30,安平區,708 臺南市安平區安平路500巷12號,+886-6-2289709,+886-6-2264821,22.99891,120.17234,信用卡、國民旅遊卡、停車位、網路、宅配服務,地方小吃、伴手好禮,美食,2022-02-02 12:01:44
6552,zh-tw,AVIS Car Rental 安維斯租車 台南高鐵站,"AVIS 是全球服務涵蓋率最高的國際汽車租賃品牌，始終保持著不變的「We Try Harder」的品牌精神及從不妥協的服務品質，為全球177個國家與地區的國內外全球旅客提供貼心、便捷的租車服務。

AVIS 安維斯租車是台灣目前唯一的國際租車品牌，以多元、創新的服務內容，滿足顧客租車需求，遍佈全台的短租據點，提供高效便捷的取、還車服務，只要一通電話或上網預約，即可享有國內/外租車、自駕、代駕等的一站式服務。

※ 服務項目：國內/外短租自駕、企業長租、司機接送","AVIS 是全球服務涵蓋率最高的國際汽車租賃品牌，始終保持著不變的「We Try Harder」的品牌精神及從不妥協的服務品質，為全球177個國家與地區的國內外全球旅客提供貼心、便捷的租車服務。

AVIS 安維斯租車是台灣目前唯一的國際租車品牌，以多元、創新的服務內容，滿足顧客租車需求，遍佈全台的短租據點，提供高效便捷的取、還車服務，只要一通電話或上網預約，即可享有國內/外租車、自駕、代駕等的一站式服務。

※ 服務項目包：國內/外短租自駕、企業長租、司機接送",週一~週日07:30–22:30,歸仁區,711 臺南市歸仁區歸仁大道 100 號,+886-3-6565990#160,,22.92508,120.28588,,其他美食、租汽車,交通,2021-03-04 12:02:35
6554,zh-tw,蔡家香腸,"發源於台南鹽水小鎮，
傳承古法製成，不添加化學物，
精選新鮮溫體豬肉，加上獨家調配的原料，
肉質鮮甜多汁且不油膩，
是在台南鹽水小鎮...
傳承30年的在地古早味小吃。","【蔡家香腸】30年前，發源於台南鹽水小鎮，
我們堅持採用新鮮的溫體豬，
親自挑肉、挑筋、切肉塊、再製成絞肉，
使用豬腸衣做為香腸的外衣，
堅持不使用化學物質的原料提味，
製成這古早味又真材實料的蔡家香腸，
因為...有著這般的堅持，
才有今日的蔡家香腸",週一~週日12:00-17:30,鹽水區,737 臺南市鹽水區朝琴路140-4號,+886-932-975348,,23.32322,120.272,宅配服務,地方小吃、伴手好禮,美食,2021-03-04 12:00:09
6560,zh-tw,中租租車-台南北門站,"短租旅遊 首選中租
中租控股股份有限公司（Chailease Holding Co., Ltd.）發軔於1977年在台灣所成立的中國租賃股份有限公司，提供以資產為基礎的多元化融資服務。
為擴大車輛租賃服務的觸角，於2011年成立「中租租車」，除了既有的長租車業務，增設短租車服務，以滿足休閒旅遊與商務需求等不同顧客群，並於重要交通站點、人潮密集或商務與觀光租車需求高的地區設置據點。
未來，「中租租車」將以豐富的企業團資源，打造業界創新的複合式服務，為租車市場帶入耳目一新的新格局。",,週一~週日08:30-20:30,北區,704 臺南市北區北門路二段101號,+886-6-2251655,+886-6-2251158,22.99945,120.21247,信用卡、國民旅遊卡、冷氣空調,租汽車,交通,2021-03-04 12:00:09
6562,zh-tw,安平小舖非油炸蝦餅創始店 Anping Shop,"《安平小舖非油蝦餅創始店》安平伴手禮‧鮮爆蝦餅、低糖手作牛軋糖、鳳梨酥還有各式口味的鮮爆蝦餅、果乾、蜜餞等，是您來到台南安平旅遊，不可錯過的伴手禮專賣店。

《府城安平小舖》為非油炸蝦餅創始人蔡震宇先生所研發，當初因緣際會以爆米餅所創新的非油炸蝦餅一炮而紅，成為現今遊客來安平必備的伴手禮，爾後更研發出遠近馳名的厚禮數精緻蝦餅(厚片)及櫻花蝦餅禮盒，2013年更擴大營運建立起安平地標 【安平小舖頂級龍蝦餅形象店】以高檔的裝潢，時尚的氛圍吸引著各地來遊玩的觀光客，當然還有純手工的牛軋糖及台灣之光造型鳳梨酥等商品，都為各大知名公司犒賞員工之禮物，安平小舖一直秉持著用料〝食食在在〞及為消費者著想的心來製作商品，爾後更會創新出不同的商品呈現在消費者面前，大家如果有來府城的話一定要來這-有府城第一味稱號的《安平小舖》。",,週一~週五10:00–18:30 週六~週日10:00–20:00,安平區,708 臺南市安平區安平路788號,+886-6-2235990,+886-6-2238316,23.00032,120.16147,冷氣空調、宅配服務,伴手好禮,美食,2021-03-04 12:00:31
6569,zh-tw,拉麵屋,,日本老闆(前東京都練馬區議員、前讀賣新聞記者)野崎孝男堅持讓顧客吃到最道地的好吃平價拉麵。回饋臺灣!,週一~週五11:00–14:30、16:45–20:45 週六~週日11:00–20:45,安平區,708 臺南市安平區怡平路123號,+886-6-2999130,,22.99311,120.17944,餐飲、冷氣空調,麵食醬料、異國料理,美食,2021-03-04 12:00:08
6571,zh-tw,Mr.麵王,,日本老闆(前東京都練馬區議員、前讀賣新聞記者)野崎孝男堅持讓顧客吃到最道地的好吃平價拉麵。回饋臺灣!,週一~週五11:00–14:30、16:30–21:00週六~週日11:00–15:00、17:00–21:00,永康區,710 臺南市永康區中華二路258號,+886-6-3036660,,23.0085,120.23344,餐飲、冷氣空調,麵食醬料、異國料理,美食,2022-02-02 12:01:52
6574,zh-tw,帕莎蒂娜臺南市長官邸,"2015年首度跨出高雄進駐臺南市長官邸，在百年玉蘭和茄苳老樹庭園中，以「食．藝」為起點，打造出融合閒適氛圍的餐飲與藝文展演空間，設有餐廳與烘焙坊。

餐廳秉持對食材的堅持，強調法式料理的細膩烹調與選用優質食材精神，融合義式料理和手工比薩，於午餐、下午茶與晚餐提供經典與創新的料理，法式里昂鄉村菜為基礎，主廚林國全推出「小點、酥炸、精燉、燴炒、慢烤」等單點料理，另有套餐、四人分享餐，下午茶套餐與飲品，有主廚特製鹹點、甜點，手沖咖啡、精選法國茶、特調飲品，每位NT$200元起．
 
烘焙坊南門店，提供聞名的酒釀桂圓麵包、新鮮製作的麵包、甜點、生鮮，與各式伴手禮，有榮獲iF與紅點設計獎的龍鳳酥禮盒、「知酥達禮」龍鳳酥禮盒、彌月蛋糕、餅乾禮盒等．
​
庭園內四棵珍貴老樹，有超過百歲的玉蘭和茄苳樹，以及光復後種植的70年的苦楝和60年的羅漢松，每一棵都展現出挺拔與盎然綠意，每年4~6月是玉蘭花樹的盛開時期，滿庭芬芳襯著油綠草皮和悅耳鳥鳴，彷彿走入都市中的綠林秘境。營業時間內，戶外庭園區皆為開放空間，歡迎每位到訪的顧客，放慢腳步，感受老樹庭園之美。","2015年首度跨出高雄進駐臺南市長官邸，在百年玉蘭和茄苳老樹庭園中，以「食．藝」為新起點，打造出融合閒適氛圍的餐飲與藝文展演空間，設有餐廳與烘焙坊。

餐廳秉持對食材的堅持，強調法式料理的細膩烹調與選用優質食材精神，同時融合義式料理和手工比薩，於午餐、下午茶與晚餐提供經典與創新的料理，為府城注入歐陸新食風，帶給顧客豐富的味蕾饗宴。
&nbsp;
法式里昂鄉村菜為基礎，融合傳統南法經典料理與創意料理，主廚林國全推出「小點、酥炸、精燉、燴炒、慢烤」，每道NT$180至700。為搶攻暑假聚餐市場，即日起，推出四人分享餐，從小點、沙拉、湯品、主菜、甜點、飲料一應俱全。同時也推出全新下午茶套餐與飲品，主廚特製鹹點、甜點，手沖咖啡、精選法國茶、特調飲品，每位NT$200元起．
&nbsp;
帕莎蒂娜烘焙坊的品牌精神
「純粹最好」始於最簡單的原點：尊重食材。尊重自然。
「堅持手感」有些堅持，從拒絕開始，不用機器，純天然手感的。
「不複製的獨特」堅持生活風格的細膩經營
提供聞名的酒釀桂圓麵包、新鮮製作的麵包、甜點、生鮮，與各式伴手禮，有榮獲iF與紅點設計獎的龍鳳酥禮盒、「知酥達禮」龍鳳酥禮盒、酒釀桂圓麵包禮盒、彌月蛋糕、餅乾禮盒等，滿足消費者對食的講究。

庭園內四棵珍貴老樹，有超過百歲的玉蘭和茄苳樹，以及光復後種植的70年的苦楝和60年的羅漢松，每一棵都展現出挺拔與盎然綠意，每年4~6月是玉蘭花樹的盛開時期，滿庭芬芳襯著油綠草皮和悅耳鳥鳴，彷彿走入都市中的綠林秘境。營業時間內，戶外庭園區皆為開放空間，歡迎每位到訪的顧客，放慢腳步，感受老樹庭園之美。
&nbsp;",週一~週日11:30–17:00，17:30–22:00,中西區,700 臺南市中西區南門路239號,+886-6-2136039,+886-6-2138339,22.98307,120.20402,信用卡、國民旅遊卡、停車位、餐飲、宅配服務,甜點糕餅、異國料理、伴手好禮,美食,2022-02-02 12:04:39
6575,zh-tw,糖村SUGAR&SPICE 台南中山店,用點心，過生活”！美好生活不難，只要用點心，生活中的美好就在身邊！從此，“透過美味甜點，分享美好生活” SUGAR & SPICE將糖和香料這份幸福傳遞給每個人成為創立糖村的初衷，也成為品牌一路延續至今的堅持信念。,"創辦人背景
1996年冬天，糖村創辦人Grace用味蕾發覺最單純的美好生活！
源自於童年及加拿大求學時期的美好味覺記憶，一份甜點，能將味蕾上感受的悸動，轉化為生活上滿滿的溫暖幸福。
&nbsp;
品牌故事
1996年糖村品牌誕生，成立台中知名烘培餐廳，秉持天然，零添加，無汙染的健康理念純手工製作，零食愛好者的最愛，所有原物料均來自國際一線產地，每一口甜蜜，我們都十分用心，全部選自新鮮的上等食材，為美食把關。
2005年以禮物分享概念經營的「蛋糕‧禮盒專賣店」，精選來自法國、歐美等食材，搭配台灣當地新鮮特產,期望能以專業、高雅的品牌形象，傳遞屬於糖村的幸福。秉持天然，零添加，無汙染的健康概念，純手工製作，零食愛好者的最愛；我們十分用心，選自最新鮮的上等食材，為美食把關。糖村目前除了在產品上致力提供精緻品質外，也期望能以專業、高雅的品牌形象呈現！
為了傳遞生活的美好，糖村所打造的，不僅僅是繽紛美味的甜蜜饗宴，更是一從視覺、嗅覺、觸覺到味覺的發現之旅。從對食材挑選的嚴格把關、品質控管的各項流程、各項創新技術及產品的引進，不斷帶給大家美好的味覺經驗，糖村更將持續扮演 &ldquo;甜點世界之窗&rdquo; 的角色，不停歇地引進世界各地的創意新甜點，或推出結合台灣食材的混搭新口味，永遠帶給大家美味驚喜！
經營理念 
糖村四大堅持，新鮮、品質、天然、創新為永續經營的理念。
新鮮保證FRESH：新鮮 - 徹底執行，不是口號；質量新鮮一向是糖村引以為傲之處，平均每一顆蛋糕銷售速度不超過24小時。
精益品質QUALITY：面面俱到的質量，衛生安全有保障；全台灣首座「無塵烘焙中央廚房」，中央工廠的工作人員一定得經過除塵、清潔、消毒等清潔步驟才能進入生產線，衛生安全有保障。
天然健康HEALTH：天然、健康 - 注重食材的挑選；精挑細選來自法國、歐美等食材，搭配台灣產地新鮮特產，在烘焙過程中使用天然香草代替香精，雖然因此製作成本增加了，但為了能讓消費者品嚐到美味又健康的甜點，是糖村的堅持。創新廚藝INNOVATION：精湛創新的廚藝 - 滿足老饕的味蕾；為了不斷提供給消費者不同的蛋糕甜點，創辦人及主廚每年到歐美及日本觀摩考察數次，也透過各種管道，邀請國外知名的點心名廚來台灣技術指導及烘焙交流。
分享美好生活&rdquo; SUGAR &amp; SPICE將糖和香料這份幸福傳遞給每個人成為創立糖村的初衷，也成為品牌一路延續至今的堅持信念。
&nbsp;
創辦人背景
1996年冬天，糖村創辦人Grace用味蕾發覺最單純的美好生活！
源自於童年及加拿大求學時期的美好味覺記憶，一份甜點，能將味蕾上感受的悸動，轉化為生活上滿滿的溫暖幸福。
&nbsp;
品牌故事
1996年糖村品牌誕生，成立台中知名烘培餐廳，秉持天然，零添加，無汙染的健康理念純手工製作，零食愛好者的最愛，所有原物料均來自國際一線產地，每一口甜蜜，我們都十分用心，全部選自新鮮的上等食材，為美食把關。
2005年以禮物分享概念經營的「蛋糕‧禮盒專賣店」，精選來自法國、歐美等食材，搭配台灣當地新鮮特產,期望能以專業、高雅的品牌形象，傳遞屬於糖村的幸福。秉持天然，零添加，無汙染的健康概念，純手工製作，零食愛好者的最愛；我們十分用心，選自最新鮮的上等食材，為美食把關。糖村目前除了在產品上致力提供精緻品質外，也期望能以專業、高雅的品牌形象呈現！
為了傳遞生活的美好，糖村所打造的，不僅僅是繽紛美味的甜蜜饗宴，更是一從視覺、嗅覺、觸覺到味覺的發現之旅。從對食材挑選的嚴格把關、品質控管的各項流程、各項創新技術及產品的引進，不斷帶給大家美好的味覺經驗，糖村更將持續扮演 &ldquo;甜點世界之窗&rdquo; 的角色，不停歇地引進世界各地的創意新甜點，或推出結合台灣食材的混搭新口味，永遠帶給大家美味驚喜！
經營理念 
糖村四大堅持，新鮮、品質、天然、創新為永續經營的理念。
新鮮保證FRESH：新鮮 - 徹底執行，不是口號；質量新鮮一向是糖村引以為傲之處，平均每一顆蛋糕銷售速度不超過24小時。
精益品質QUALITY：面面俱到的質量，衛生安全有保障；全台灣首座「無塵烘焙中央廚房」，中央工廠的工作人員一定得經過除塵、清潔、消毒等清潔步驟才能進入生產線，衛生安全有保障。
天然健康HEALTH：天然、健康 - 注重食材的挑選；精挑細選來自法國、歐美等食材，搭配台灣產地新鮮特產，在烘焙過程中使用天然香草代替香精，雖然因此製作成本增加了，但為了能讓消費者品嚐到美味又健康的甜點，是糖村的堅持。創新廚藝INNOVATION：精湛創新的廚藝 - 滿足老饕的味蕾；為了不斷提供給消費者不同的蛋糕甜點，創辦人及主廚每年到歐美及日本觀摩考察數次，也透過各種管道，邀請國外知名的點心名廚來台灣技術指導及烘焙交流。",週一~週日11:00–22:00,中西區,700 臺南市中西區中山路162號 ,+886-6-2202928,+886-6-2201828,22.9955,120.20982,信用卡、網路、宅配服務,甜點糕餅、伴手好禮,美食,2021-03-04 12:00:07
6584,zh-tw,羽唐茶品國際有限公司,"羽唐茶品位於台南市北區公園路595-12號，一樓為直營門市，二樓規劃為品茶樓層，空間寬敞靜謐並擺設古文物及民俗工藝品，為了茶葉品質精純，於阿里山購置茶園，聘請在地專業人士專司種植、採收、製茶，如此才敢保證絕不混茶，台灣阿里山高山茶/禮盒，，嚴格控管每個環節，每批茶葉通過 SGS檢驗合格,，有產地認證標章，茶葉禮盒由名師設計，品味非凡，提供線上訂購、宅配、貨到付款及實體店面等方式滿足您的需求。",,週一~週六11:30–21:00，週日休息,北區,704 臺南市北區公園路595-12號,+886-6-2525618,+886-6-2525619,23.01365,120.21204,停車位、網路、冷氣空調、宅配服務、解說簡報,伴手好禮、農產好物,美食,2021-03-04 12:00:07
